Title,Year,Rating,Description,Genre
Fury,2025,5.9,"Alex, a young actress, is sexually assaulted at a New Year’s Eve party at a friend’s house. That night, she never manages to see the face of her aggressor, a fact that will end up eating away at her. Throughout the following year, she will have to face feelings of guilt, disgust and shame.  While Alex tries to channel all her pain through theatre, where she takes on the role of the famously vengeful Medea, her brother, Adrian, must face the guilt he feels at not having been able to protect his sister and his impulse to let himself be carried away by his own decisions.  What were once the typical conflicts you might expect between any siblings, give way to much more extreme and complex emotions.",Drama
Jane Eyre,2011,7.2,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meet the dark, cold, and abrupt master of the house, Mr. Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Mr. Rochester's terrible secret be about to destroy it forever?","Drama, Romance"
Possessive,2017,7.0,A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.,"Drama, Romance"
Take Me Home Tonight,2011,5.995,"Recent MIT grad Matt Franklin should be well on his way to a successful career at a Fortune 500 company, but instead he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori, walks in and invites him to an end-of-summer party. With the help of his twin sister and his best friend, Matt hatches a plan to change the course of his life.","Comedy, Drama, Romance"
Super Troopers,2001,6.548,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.","Comedy, Crime, Mystery"
The Banker,2020,7.64,"In the 1960s, two entrepreneurs hatch an ingenious business plan to fight for housing integration—and equal access to the American Dream.",Drama
Graphic Desires,2023,6.8,"When reclusive Franklin cheats on his partner with a mysterious girl he meets on a dating app, it becomes the start of a deadly obsession.","Thriller, Crime"
Sea Fever,2020,6.095,The crew of a West of Ireland trawler—marooned at sea—struggle for their lives against a growing parasite in their water supply.,"Thriller, Horror, Drama, Science Fiction, Mystery"
Black Rain,1989,6.581,"Two New York cops get involved in a gang war between members of the Yakuza, the Japanese Mafia. They arrest one of their killers and are ordered to escort him back to Japan. However, in Japan he manages to escape, and as they try to track him down, they get deeper and deeper into the Japanese Mafia scene and they have to learn that they can only win by playing the game—the Japanese way.","Drama, Action, Thriller"
Ooops! Noah Is Gone...,2015,6.404,"It's the end of the world. A flood is coming. Luckily for Dave and his son Finny, a couple of clumsy Nestrians, an Ark has been built to save all animals. But as it turns out, Nestrians aren't allowed. Sneaking on board with the involuntary help of Hazel and her daughter Leah, two Grymps, they think they're safe. Until the curious kids fall off the Ark. Now Finny and Leah struggle to survive the flood and hungry predators and attempt to reach the top of a mountain, while Dave and Hazel must put aside their differences, turn the Ark around and save their kids. It's definitely not going to be smooth sailing.","Animation, Adventure, Comedy, Family"
Delicatessen,1991,7.292,"In a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. A young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other business-related purposes.","Comedy, Science Fiction, Fantasy"
The Glass Castle,2017,7.131,"A young girl is raised in a dysfunctional family constantly on the run from the FBI. Living in poverty, she comes of age guided by her drunkard, ingenious father who distracts her with magical stories to keep her mind off the family's dire state, and her selfish, nonconformist mother who has no intention of raising a family, along with her younger brother and sister, and her other older sister. Together, they fend for each other as they mature in an unorthodox journey that is their family life.",Drama
Earthquake,1974,6.122,"Various interconnected people struggle to survive when an earthquake of unimaginable magnitude hits Los Angeles, California.","Action, Drama, Thriller"
Airport,1970,6.436,"An airport manager tries to keep his terminals open during a snowstorm, while a suicide bomber plots to blow up a Boeing 707 airliner in flight.","Action, Drama, Thriller"
College Girls' Secret Job,2019,0.0,"A reporter who's working on a special report visits a group of college girls who have bizarre jobs. The first girl has a job ‘reviewing sex toys'. Park Seon-mi uses sex toys herself and writes reviews about the pros and cons, as well as points for improvement. The second girl is a hair model for ""hair-down-there"". Ah-reum sometimes provides sex to the ‘hair designer', too. The third girl's job is giving sexual services to the handicapped. Seol-yeong finds value in the work she does as a White Hand, as they call it in Japan. The fourth girl, Eun-bit, is a private tutor's assistant, where she lets the lecturer touch her body in front of the students to show how a woman's body responds to different touches. The last and fifth girl is assistant to a urologist. She helps ejaculate semen, and she's very fond of her job. The reporter anticipates future college girls' jobs.",Romance
The Big Chill,1983,6.858,Seven old college friends gather for a weekend reunion after the funeral of one of their own.,"Comedy, Drama"
Ape vs Mecha Ape,2023,5.8,"Recognizing the destructive power of its captive giant Ape, the military makes its own battle-ready A.I., Mecha Ape. But its first practical test goes horribly wrong, leaving the military no choice but to release the imprisoned giant ape to stop the colossal robot before it destroys downtown Chicago.","Action, Science Fiction"
Angel Heart,1995,4.567,"Having spent a harrowing time in prison, Miao Wei looks up both former, casual lovers but also his childhood sweetheart Wennie. It's not long until they're married and off on a perfect path together but Miao Wei takes scars from his prison time into his intimate moments with Wennie. Claiming he loves her too much, the relationship begins falling apart in dangerous ways...",Drama
Surviving Family,2014,4.6,Terry hasn't seen or spoken with her family in 2 years. When she shows up unannounced on her father's doorstep - with her fiancé and a plan to get married in 5 days - she learns that she's not the only one with secrets.,"Drama, Romance"
Spring 1941,2007,6.25,"After Germany invades Poland and the Nazis order the confinement of all local Jews in the ghetto, medical doctor Artur Planck (Joseph Fiennes) manages to flee with his family, seeking refuge at the farm of Emilia (Kelly Harrison), their former grocer. With the Planck family hiding in her attic, Emilia finds her feelings for the physician growing stronger than she wants, or can control -- despite the dangers of the situation.","Drama, Romance, War"
Love and Desire,1951,10.0,"A French crew is working on location in Spain. But when they want to film a scene in which Gérardn the male star is supposed to be swimming across a river, the matinée idol proves water-shy and the director decides to double him. The one that replaces him is Antonio, a local fisherman. The latter does the job so well that he is chosen as a stunts man for the whole film. This does not please Lola,his fiancée; all the more as Antonio has fallen in love with Martine, the female star.",Drama
Iro zange,1983,2.0,A river crossing is blocked and various traveling couples are stranded at an inn. Everybody has their secrets and the police are looking for a suspect in their midst.,"Drama, Mystery"
Cargo,2017,6.403,"After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.","Drama, Thriller, Horror"
Iro zange,1983,2.0,A river crossing is blocked and various traveling couples are stranded at an inn. Everybody has their secrets and the police are looking for a suspect in their midst.,"Drama, Mystery"
Cargo,2017,6.403,"After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.","Drama, Thriller, Horror"
Tales from the Crypt: Demon Knight,1995,6.871,"Ex-soldier Frank Brayker is the guardian of an ancient key that can unlock tremendous evil; the sinister Collector is a demon who wants the key so he can initiate the apocalypse. On the run from wicked mercenaries for almost 90 years, Brayker finally stops in at a boarding house in New Mexico where — with the help of its residents — he plans to face off against the Collector and his band of ghouls, preventing them from ever seizing the key.","Horror, Comedy, Thriller"
Black Knight,2001,5.353,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After nearly drowning in the moat, he awakens to find himself in 14th century England.","Comedy, Fantasy, Adventure"
The Man with the Iron Fists,2012,5.5,"In feudal China, a blacksmith who makes weapons for a small village is put in the position where he must defend himself and his fellow villagers.",Action
The Man Who Killed Don Quixote,2018,6.751,"Toby, a cynical film director finds himself trapped in the outrageous delusions of an old Spanish shoe-maker who believes himself to be Don Quixote. In the course of their comic and increasingly surreal adventures, Toby is forced to confront the tragic repercussions of a film he made in his idealistic youth.","Adventure, Comedy"
Violet Evergarden: The Movie,2020,8.3,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.","Animation, Fantasy, Romance, Drama"
The Loud House Movie,2021,7.353,The Loud family travel to Scotland and discover they are descendants of Scottish royalty as they move into their giant ancestral castle.,"Animation, Family, Comedy, Adventure, Fantasy"
Cold Eyes,2013,7.6,"Ha Yoon-ju becomes the newest member of a unit within the Korean Police Forces Special Crime Department that specializes in surveillance activities on high-profile criminals. She teams up with Hwang Sang-jun, the veteran leader of the unit, and tries to track down James who is the cold-hearted leader of an armed criminal organization.","Crime, Action, Thriller"
Kraken,2025,0.0,"Marine biologist Johanne is doing research on a fish farm in Vangsnes, a rural community located by the fjord, when she encounters several strange occurrences. Along with the brutal deaths of two local teenagers, all signs point to the deep fjord; can there be more to the depths than the eye can see? At the bottom of the deepest fjord rests a mythical monster as large as a mountain, with a myriad of arms ready to crush and devour anything they can grab.","Science Fiction, Horror, Action"
Prince of Darkness,1987,6.776,"A group of graduate students and scientists uncover an ancient canister in an abandoned church, but when they open it, they inadvertently unleash a strange liquid and an evil force on all of humanity.",Horror
Day of the Dead,1985,7.0,A small group of scientists and soldiers take refuge in an underground missile silo where they struggle to control the flesh-eating dead that walks the Earth above.,"Horror, Drama, Mystery"
Taboo: Family Secrets,2024,5.8,"A family is fractured by Lukas, the patriarch, and his ongoing infidelities. When the son Tyler comes home for a visit, a taboo passion between him and his stepmother Amanda blossoms, changing the family dynamics forever. The allegiances and expectations shift radically as the truth is revealed.","Romance, Drama, Thriller"
Panama,2022,5.2,"An ex-marine is hired by a defense contractor to travel to Panama to complete an arms deal. In the process he becomes involved with the U.S. invasion of Panama, and learns an important lesson about the true nature of political power.","Thriller, Action"
Prayers for Bobby,2009,8.063,"Bobby Griffith was his mother's favorite son, the perfect all-American boy growing up under deeply religious influences in Walnut Creek, California. Bobby was also gay. Struggling with a conflict no one knew of, much less understood, Bobby finally came out to his family.","Drama, History, TV Movie"
Mushi-Shi: The Shadow That Devours the Sun,2014,9.0,A strange shadow forms blocking the sun from a village following a solar eclipse. Ginko enlists the help of the villagers to solve the mystery of the shadow before it destroys their crops.,"Animation, Fantasy, Mystery"
Ultimate Avengers: The Movie,2006,6.863,"When a nuclear missile was fired at Washington in 1945, Captain America managed to detonate it in the upper atmosphere. But then he fell miles into the icy depths of the North Atlantic, where he remained lost for over sixty years. But now, with the world facing the very same evil, Captain America must rise again as our last hope for survival.","Action, Animation, Family, Adventure, Science Fiction"
Married to the Mob,1988,5.955,"Angela de Marco is fed up with her gangster husband's line of work and wants no part of the crime world. When her husband is killed for having an affair with the mistress of mob boss Tony ""The Tiger"" Russo, Angela and her son depart for New York City to make a fresh start. Unfortunately, Tony has set his sights upon Angela -- and so has an undercover FBI agent looking to use her to bust Tony.","Comedy, Crime, Romance"
Violet,2025,7.643,"Three hottest stars Christy Imperial, Dani Yoshida and Aliya Raymundo ignite the screen in a coming-of-age story about a girl exploring her sexuality. Set against the vibrant Panagbenga festival this movie tackles love and sex in the eyes of an innocent girl.","Drama, Romance"
Rio Lobo,1970,6.43,"After the Civil War, a former Union colonel searches for the two traitors whose perfidy led to the loss of a close friend.",Western
The Cold Light of Day,2012,5.368,"After his family is kidnapped during their sailing trip in Spain, a young Wall Street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.","Action, Thriller, Mystery"
Alternate Realities,2015,4.6,"John Rotit is a happy, content man with a loving wife. Hours later, he's a rock star shooting up heroin. And after that...he's something far more sinister. John unwillingly flashes between three parallel lives in which he knowingly exists in each. He has no clue how or why this phenomenon is occurring, only that he wants it to stop. John's judgment becomes clouded as he'll do anything he can to end his flashes and remain in the one life where he's truly happy.","Drama, Thriller, Science Fiction"
But I'm a Cheerleader,2000,7.1,"Megan is an all-American girl. A cheerleader. She has a boyfriend. But Megan doesn't like kissing her boyfriend very much. And she's pretty touchy with her cheerleader friends. Her conservative parents worry that she must be a lesbian and send her off to ""sexual redirection"" school, where she must, with other lesbians and gays learn how to be straight.","Comedy, Romance"
Dragon Ball Z: The History of Trunks,1993,7.602,It has been thirteen years since the Androids began their killing rampage and Son Gohan is the only person fighting back. He takes Bulma's son Trunks as a student and even gives his own life to save Trunks's. Now Trunks must figure out a way to change this apocalyptic future,"Animation, Action, Science Fiction"
Seekers,2016,4.0,"Accompanied by a cameraman, four friends go into the deep forests of Poland to shoot a documentary about their hobby: Geocaching, a modern form of treasure hunting.",Horror
"Alice, Darling",2022,5.679,"Pushed to the breaking point by Simon, her psychologically abusive boyfriend, Alice becomes an unwitting participant in an intervention staged by her two closest friends while on vacation. As she rediscovers the essence of herself and gains some much-needed perspective, she slowly starts to fray the cords of codependency that bind her. However, Simon's vengeance is as inevitable as it is shattering, and once unleashed, it tests her strength, her courage, and the bonds of deep-rooted friendships.","Thriller, Drama, Romance"
Kirara,2000,5.1,"While heading towards her own wedding, Kirara Imai dies in a car accident. Deeply frustrated for being unable to accomplish her dreams beside Konpei Asai, she asks for the opportunity of being with him once again. Kirara is able to return, but she goes back eight years in time as a ghost. There she is able to meet Konpei and herself when they still weren't a couple.","Romance, Comedy, Animation"
Paranormal Activity 4,2012,5.4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",Horror
Yaara Silly Silly,2015,3.5,"After spending time with a prostitute, a man later meets her on a train where their fond memories are rekindled and their romance blossoms",
Monolith,2016,5.342,A mother and her son plan a surprise visit to Los Angeles to see her husband/his father. Halfway there they get into a terrible accident in the middle of nowhere and now must fight to survive.,"Thriller, Drama"
BLAME!,2017,6.469,"In the distant technological future, civilization has reached its ultimate Net-based form. An ""infection"" in the past caused the automated systems to spiral out of order, resulting in a multi-leveled city structure that replicates itself infinitely in all directions. Now humanity has lost access to the city's controls, and is hunted down and purged by the defense system known as the Safeguard. In a tiny corner of the city, a little enclave known as the Electro-Fishers is facing eventual extinction, trapped between the threat of the Safeguard and dwindling food supplies. A girl named Zuru goes on a journey to find food for her village, only to inadvertently cause doom when an observation tower senses her and summons a Safeguard pack to eliminate the threat. With her companions dead and all escape routes blocked, the only thing that can save her now is the sudden arrival of Killy the Wanderer, on his quest for the Net Terminal Genes, the key to restoring order to the world.","Action, Drama, Science Fiction, Animation"
Woman in Gold,2015,7.296,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",Drama
Kung Fu Panda: Secrets of the Scroll,2016,6.827,"As Po looks for his lost action figures, the story of how the panda inadvertently helped create the Furious Five is told.","Animation, Family, Comedy"
Bugonia,2025,0.0,"Two conspiracy obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.","Comedy, Science Fiction, Crime"
Justice League: Throne of Atlantis,2015,7.0,"After the events of Justice League: War, Ocean Master and Black Manta have declared a war against the surface in retaliation of the aftermath of Apokoliptian-tyrant Darkseid's planetary invasion. Queen Atlanna seeks out her other son, Ocean Master’s half-brother Arthur Curry, a half-human with aquatic powers with no knowledge of his Atlantean heritage, to restore balance.  Living with powers he doesn’t understand and seeing the danger around him, Curry takes steps to embrace his destiny, joining the Justice League, and with his new teammates he battles to save Earth from total destruction.","Science Fiction, Action, Animation, Adventure"
Mama Weed,2020,5.841,A translator working for the police gets involved in the other side of drug dealing.,"Crime, Drama, Comedy"
Church Sister,2018,8.125,A girl from church meets a wanderer who she begins to pity. She wishes to do everything for him and he expresses his anger for through world with her. The man's childhood friend soon discovers his secrets and wishes to steal them.,Romance
Shogun's Joy of Torture,1968,5.7,"A young magistrate recalls three tales of heinous crimes committed by women, and the brutal punishments that ensued.","Horror, Drama"
Madea Goes to Jail,2009,6.51,"After a high-speed car chase, Madea winds up behind bars because her quick temper gets the best of her. Meanwhile, Assistant District Attorney Josh Hardaway lands a case that's too personal to handle: that of a young prostitute and former drug addict named Candace, also a childhood friend. When Candace winds up in jail, Madea takes the young woman under her protective wing.","Comedy, Crime, Drama"
Kingdom III: The Flame of Destiny,2023,7.523,"To defend their kingdom against a sudden invasion, a mighty general returns to the battlefield alongside a war orphan, now grown up, who dreams of glory.","Action, Adventure, War"
Mr. Popper's Penguins,2011,5.974,"Tom Popper is a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable” penguins, each with its own unique personality. Soon Tom’s rambunctious roommates turn his swank New York apartment into a snowy winter wonderland — and the rest of his world upside-down.","Comedy, Family"
The Hand That Rocks the Cradle,1992,6.868,"A suburban family chooses seemingly sweet Peyton Flanders as their newborn's nanny. Only much later does the infant's mother, Claire Bartel, realize Peyton's true intentions -- to destroy Claire and replace her in the family. The nail-biting suspense builds quickly in this chilling psychological thriller about deception and bitter revenge.","Drama, Thriller"
A Shaun the Sheep Movie: Farmageddon,2019,6.918,"When an alien with amazing powers crash-lands near Mossy Bottom Farm, Shaun the Sheep goes on a mission to shepherd the intergalactic visitor home before a sinister organization can capture her.","Family, Animation, Adventure, Comedy, Science Fiction"
Above Suspicion,2019,5.9,"The chilling true story of a newly married FBI poster boy assigned to an Appalachian mountain town in Kentucky. There he is drawn into an illicit affair with an impoverished local woman who becomes his star informant. She sees in him her means of escape; instead, it's a ticket to disaster for both of them.","Thriller, Crime, Action"
Misbehaviour,2020,6.39,"A group of women involved in the Women's Liberation Movement hatched a plan to invade the stage and disrupt the live broadcast at the 1970 Miss World competition in London, resulting in overnight fame for the newly-formed organization. When the show resumed, the results caused an uproar and turned the Western ideal of beauty on its head.","Drama, History, Comedy"
Grilled Cheese Sandwich,2005,0.0,"Something is cooking in the town of Grimsville, Ontario. A bunch of wayward youths take on Grimsville High, Squirrely's Pizza and the Moose Meat Ladies with their revolutionary underground grilled cheese sandwich club.",Comedy
Tommy Boy,1995,6.793,"To save the family business, two ne’er-do-well traveling salesmen hit the road with disastrously funny consequences.",Comedy
The Grey Men,2024,5.5,"The film's story unfolds in the fictional country of Laika and in Hong Kong, China. A police academy student who has not yet graduated, Ashan (played by Gu Bin), is tasked with a dangerous mission. He helps the criminal organization by eliminating obstacles for their leader, Atian (played by An Zhi Jie), in prison. Ashan approaches Atian, gains his trust, and collects evidence against the criminal group. After both of them are released from prison, Ashan assists Atian in rising within the criminal organization in Hong Kong. After enduring numerous challenges, Atian successfully replaces the group's leader, Bao Ge (played by Zeng Zhiwei), becoming the new boss and taking control of the organization. However, just as Ashan is about to complete his mission, his true identity is exposed.","Drama, Crime"
Panama,2022,5.2,"An ex-marine is hired by a defense contractor to travel to Panama to complete an arms deal. In the process he becomes involved with the U.S. invasion of Panama, and learns an important lesson about the true nature of political power.","Thriller, Action"
Secret Obsession,2019,5.505,"Newlywed Jennifer is brutally attacked at a dark rest stop. While healing from her injuries, she can’t recall anything from her past, including the ordeal. Her husband, Russell , is just thankful she’s alive and eager to get her home. As he reintroduces her to their secluded mountain estate, Detective Page  pursues Jennifer’s assailant — his own daughter went missing and was never found. The same fate now awaits Jennifer, unless someone realizes that her loving caretaker is actually her captor.","Drama, Thriller, Horror"
Bad Boys,1983,6.981,Mick O'Brien is a young Chicago street thug torn between a life of petty crime and the love of his girlfriend. But when the heist of a local drug dealer goes tragically wrong Mick is sentenced to a brutal juvenile prison where violence is a rite of passage and respect is measured in vengeance.,"Crime, Drama, Thriller"
The Forest,2016,5.2,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.","Horror, Thriller, Mystery"
The Uninvited,2009,6.45,"Anna returns home after spending time in a psychiatric facility following her mother's tragic death and discovers that her mother's former nurse, Rachel, has moved into their house and become engaged to her father. Soon after she learns this shocking news, Anna is visited by her mother's ghost, who warns her that Rachel has evil intentions.",Horror
Mindcage,2022,5.923,"Detectives Jake Doyle and Mary Kelly seek the help of an incarcerated serial killer named The Artist when a copycat killer strikes. While Mary searches for clues in The Artist's brilliant but twisted psyche, she and Jake are lured into a diabolical game of cat and mouse, racing against time to stay one step ahead of The Artist and his copycat.","Mystery, Thriller, Crime"
Creepshow,1982,6.913,"Five tales in the style of classic '50s horror comics, involving a murdered man emerging from the grave, a meteor's ooze that makes everything grow, a snack for a crated creature, a scheming husband, and a malevolent millionaire with an insect phobia.","Horror, Comedy"
The Best Exotic Marigold Hotel,2012,6.954,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.","Drama, Comedy"
Dream,2023,6.939,"With hard work and dedication on lock, a group of homeless men trains to compete in a global tournament — despite a cranky coach.","Comedy, Drama"
A Madea Family Funeral,2019,5.944,"A joyous family reunion becomes a hilarious nightmare as Madea and the crew travel to backwoods Georgia, where they find themselves unexpectedly planning a funeral that might unveil unpleasant family secrets.",Comedy
Scooby-Doo! Camp Scare,2010,7.865,"Scooby and the gang experience outdoor fun as they go back to Fred's old summer camp. As summer goes on, it becomes increasingly clear that the spooky camp stories told by the fireplace, are more real than they've though and soon, it's up to the gang to try and solve the mystery of camp scare.","Animation, Comedy, Family, Mystery"
"Good Night, and Good Luck.",2005,7.077,The story of journalist Edward R. Murrow's stand against Senator Joseph McCarthy's anti-communist witch-hunts in the early 1950s.,"Drama, History"
Mrs. Harris Goes to Paris,2022,7.303,A 1950s London cleaning lady falls in love with an haute couture dress by Christian Dior and decides to gamble everything for the sake of this folly.,"Drama, Comedy, History"
Supernova,2000,4.935,"Set in the 22nd century, when a battered salvage ship sends out a distress signal, the seasoned crew of the rescue hospital ship Nova-17 responds. What they find is a black hole--that threatens to destroy both ships--and a mysterious survivor whose body quickly mutates into a monstrous and deadly form.","Science Fiction, Horror, Thriller"
Sister Friend,2016,6.0,"I always love to show.every day i have a dream to her.In order to make the university in seoul. the city's children's home in her first love. jane and relative number. warm love each other too, because only part of the original two. it has been show to his uncle and is the same for you. and he is married to her, but always in love can not stop. thin clothes to show her plump figure, he looked at her fiery eyes and a wall side as she moan. the material is then stretched to his desire for her to come out to start.","Romance, Drama"
Diary of a Mad Black Woman,2005,6.529,"Charles, an attorney, and Helen, his devoted wife, seem to have everything – money, a beautiful mansion – the American Dream. However, as Helen prepares to celebrate their 18th wedding anniversary, her life takes an unexpected twist when she comes home to find her clothes packed up in a U-Haul van parked in the driveway. Charles is divorcing her and kicks her out. Helen moves in with her grandmother Madea, an old woman who doesn't take any lip from anyone. Madea helps Helen through these tough times by showing her what is really important in life. Helen is forced to rediscover love, life, and religion in her pursuit for happiness.","Drama, Romance, Comedy"
The Sisterhood of the Traveling Pants,2005,6.513,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.","Drama, Comedy, Romance"
The Boatman,2015,2.0,"Miguel is the perfect coyote: dedicated, single-minded, his record unblemished. His home is the winding path of the migrant: the back alley gravel, the crumbled pavement, and last - the river. Despite this perfect record, Miguel is no stranger to death. His nickname, ""El Maldito"" hints of what we will soon see for ourselves, for Miguel seems haunted by the dead and dying. He comes upon them on desert roads; he hears their confessions, and takes part in their dying wishes. Miguel's house, much like the man himself, stands alone; yellowed photographs breathe the sigh of a life given over to a singular purpose - crossing his people to a new life. There are signs that this quiet struggle is soon to break. When a terrible wreck draws Miguel to the roadside, the order of his life comes to ruin, for Elena, the wreck's lone survivor, recognizes Miguel.","Thriller, Drama"
Meet Dave,2008,5.279,"A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.","Comedy, Science Fiction, Adventure, Family"
102 Dalmatians,2000,5.504,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth - a parrot who thinks he's a Rottweiler - teams up with Oddball - an un-marked Dalmatian puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil.","Family, Comedy"
My Friend's Nice Mother,2017,6.3,Twenty-year-old Soon-jae has a young mother named Ji-yoon that's like a sister to him. Right next door live a mother and son the same age as them; Ji-yoon's friend Yeong-joo and her twenty-year-old son Jae-yeong. The sons fall for each others' mothers.,Romance
Timestalker,2024,5.271,A karmic journey that sees the hapless heroine Agnes reincarnated every time she makes the same mistake: falling in love with the wrong man.,"Comedy, Romance, Fantasy, Drama, Science Fiction"
Hector and the Search for Happiness,2014,6.703,"Hector is a quirky psychiatrist who has become increasingly tired of his humdrum life. As he tells his girlfriend, Clara, he feels like a fraud: he hasn’t really tasted life, and yet he’s offering advice to patients who are just not getting any happier. So Hector decides to break out of his deluded and routine driven life. Armed with buckets of courage and child-like curiosity, he embarks on a global quest in hopes of uncovering the elusive secret formula for true happiness. And so begins a larger than life adventure with riotously funny results.","Adventure, Drama, Comedy"
Pokémon: The Rise of Darkrai,2007,6.9,"Ash and friends (this time accompanied by newcomer Dawn) arrive at an idyllic village on their way to their next Pokemon contest, where chaos will soon erupt with the prophecy of two Pokemon Gods (Dialga and Palkia) and the arrival of a mysterious, seemingly deadly Pokemon named Darkrai, which has the power to distort space and time.","Family, Adventure, Animation, Fantasy, Action, Science Fiction"
Donnybrook,2018,5.303,"An ex-marine who struggles to provide for his family and a violent drug dealer with an undefeated fighting record are determined to compete in the Donnybrook, a legendary, bare-knuckle brawl with a cash prize of $100,000.","Drama, Crime"
Chasing the Storm,2014,10.0,"A Freeriding motocross movie featuring Jeremy ""Twitch"" Stenberg, Josh Hansen, Tyler Bereman, Andy Bakken, Darryn Durham, Doug Parsons &amp; many more of the world's best freeriders! Filmed over 2 winters, Chasing The Storm is bringing moto vids back to the glory days of punk rock &amp; riding in the hills with your buddies!",
Tom and Jerry: The Movie,1992,6.33,The popular cartoon cat and mouse are thrown into a feature film. The story has the twosome trying to help an orphan girl who is being berated and exploited by a greedy guardian.,"Animation, Comedy, Family, Music"
Jungle 2 Jungle,1997,5.3,"Uptight New York City executive, Michael Cromwell, pursues his soon-to-be ex-wife to South America and returns home with the son he never knew he had—a boy raised in a tribal village in Brazil. Armed with only his blowgun, the 13-year-old Mimi-Siku discovers that the world outside his jungle home is indeed a strange place.","Comedy, Family"
The Woman in Green,1945,6.414,"Sherlock Holmes investigates when young women around London turn up murdered, each with a finger severed. Scotland Yard suspects a madman, but Holmes believes the killings to be part of a diabolical plot.","Mystery, Crime, Thriller"
Persian Lessons,2020,7.582,"Occupied France, 1942. Gilles is arrested by SS soldiers alongside other Jews and sent to a camp in Germany. He narrowly avoids sudden execution by swearing to the guards that he is not Jewish, but Persian. This lie temporarily saves him, but Gilles gets assigned a life-or-death mission: to teach Farsi to Head of Camp Koch, who dreams of opening a restaurant in Iran once the war is over. Through an ingenious trick, Gilles manages to survive by inventing words of ""Farsi"" every day and teaching them to Koch.","War, Drama"
Gretel & Hansel,2020,5.996,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.","Horror, Fantasy"
Manhattan,1979,7.721,Manhattan explores how the life of a middle-aged television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,"Comedy, Drama, Romance"
Mindcage,2022,5.923,"Detectives Jake Doyle and Mary Kelly seek the help of an incarcerated serial killer named The Artist when a copycat killer strikes. While Mary searches for clues in The Artist's brilliant but twisted psyche, she and Jake are lured into a diabolical game of cat and mouse, racing against time to stay one step ahead of The Artist and his copycat.","Mystery, Thriller, Crime"
Creepshow,1982,6.913,"Five tales in the style of classic '50s horror comics, involving a murdered man emerging from the grave, a meteor's ooze that makes everything grow, a snack for a crated creature, a scheming husband, and a malevolent millionaire with an insect phobia.","Horror, Comedy"
Dream,2023,6.939,"With hard work and dedication on lock, a group of homeless men trains to compete in a global tournament — despite a cranky coach.","Comedy, Drama"
A Madea Family Funeral,2019,5.944,"A joyous family reunion becomes a hilarious nightmare as Madea and the crew travel to backwoods Georgia, where they find themselves unexpectedly planning a funeral that might unveil unpleasant family secrets.",Comedy
